fsym-id	Security	Ticker	Position	MV	factset_entity_id	fs_perm_sec_id	fsym_id	Security Name
DH3RVT-S	WORLDPAY INC  CL A	WP-NYS	26659422	3025844397	002FYS-E	K4F709-S-KR	K4F709-S	ADVANCED PROCESS SYSTEMS CORP  ORD
LG8VCM-S	ESSEX PROPERTY TRUST INC  COM	ESS-NYS	10448828	3022219011	002FYS-E	FV97CQ-S-CN	FV97CQ-S	ADVANCED TECHNOLOGY & MAT  ORD A
C8QZP6-S	WEC ENERGY GROUP INC  COM	WEC-NYS	38192265	3020244316	002FYS-E	BXM86P-S-TW	BXM86P-S	ADVANCED WIRELESS SEMICONDUCTOR  ORD
G8VDR1-S	TRAVELERS COS INC  CL A	TRV-NYS	21783279	2987794548	002FYS-E	V5YHJ9-S-JP	V5YHJ9-S	ADVANCE RESIDENCE INVESTMENT  ORD
LY6TC3-S	BAXTER INTERNATIONAL INC  COM	BAX-NYS	36691098	2983353178	002FYS-E	NMB562-S-TW	NMB562-S	ADVANCETEK ENTERPRISE CO LTD  ORD
WL12NL-S	AMPHENOL CORP  CL A	APH-NYS	31562469	2980759572	002FYS-E	MBQHRY-S-JP	MBQHRY-S	ADVAN CO LTD  ORD
H0R150-S	ROYAL BANK OF CANADA  COM	RY-TSE	39073570	2952008214	002FYS-E	CTQ5XP-S-US	CTQ5XP-S	ADVANSIX INC  COM
N6TDN5-S	VENTAS INC  COM	VTR-NYS	45856355	2926094013	002FYS-E	C337D6-S-CA	C337D6-S	ADVANTAGE OIL & GAS LTD  COM
BRWF4W-S	PRUDENTIAL FINANCIAL INC  COM	PRU-NYS	31763799	2918457852	002FYS-E	DBVW5X-S-TW	DBVW5X-S	ADVANTECH CO LTD  ORD
TY2J26-S	SYSCO CORP  COM	SYY-NYS	43132721	2879540454	002FYS-E	X9W8B6-S-JP	X9W8B6-S	ADVANTEST CORP  ORD
S8TF9W-S	AMERICAN INTERNATIONAL GROUP  COM	AIG-NYS	66272600	2853698156	002FYS-E	V1GTY1-S-DE	V1GTY1-S	ADVA OPTICAL NETWORKING SE  ORD
QR4XC8-S	APPLIED MATERIALS INC  COM	AMAT-NAS	71946223	2853387204	002FYS-E	LGHRK3-S-US	LGHRK3-S	ADVAXIS INC  COM
LFBF80-S	CAPITAL ONE FINANCIAL CORP  COM	COF-NYS	34738642	2837799665	002FYS-E	XJ2LSB-S-JP	XJ2LSB-S	ADVENTURE INC  ORD
DWW3RQ-S	VALERO ENERGY CORP  COM	VLO-NYS	33427830	2835682819	002FYS-E	XHSNQY-S-US	XHSNQY-S	ADVERUM BIOTECHNOLOGIES INC  COM
C7R70B-S	ROSS STORES INC  COM	ROST-NAS	30204801	2812066973	002FYS-E	SXB0D8-S-ZA	SXB0D8-S	ADVTECH (EDUCATION HLDGS) LTD  ORD
NV2X6X-S	METLIFE INC  COM	MET-NYS	65402921	2784202347	002FYS-E	GXSHZH-S-NL	GXSHZH-S	ADYEN NV  ORD
BZT3MC-S	FIDELITY NATIONAL INFO SERVICES  COM	FIS-NYS	24586339	2780714941	002FYS-E	RLFN7W-S-CN	RLFN7W-S	AECC AERO ENGINE CONTR (AVIC)  ORD A
BFMGRH-S	ESTEE LAUDER COMPANIES INC  CL A	EL-NYS	16644179	2755443833	002FYS-E	MLP32C-S-CN	MLP32C-S	AECC AERO SCIENCE & TECH  ORD A
XN2JJ0-S	BB&T CORP  COM	BBT-NYS	58992376	2744915255	002FYS-E	RBB6V1-S	RBB6V1-S	AECC AVIATION POWER (AVIC) CO  DOM S
GC3T03-S	WILLIAMS COMPANIES INC  COM	WMB-NYS	95548966	2744166304	002FYS-E	LTV3NV-S-CN	LTV3NV-S	AECC AVIATION POWER (AVIC) CO  ORD A
RFQ4VD-S	TORONTO DOMINION BANK  COM	TD-TSE	50210227	2727921633	002FYS-E	QXVZ1F-S-ZA	QXVZ1F-S	AECI LTD  ORD
SDCJ96-S	SEMPRA ENERGY  COM	SRE-NYS	21662920	2726495111	002FYS-E	RWF3B6-S-US	RWF3B6-S	AECOM  COM
MTFQX3-S	EVERSOURCE ENERGY  COM	ES-NYS	38284027	2716251716	002FYS-E	XLTSMN-S-CA	XLTSMN-S	AECON GROUP INC  COM
NNK8WV-S	HUMANA INC  COM	HUM-NYS	10191496	2710937936	002FYS-E	M0VY7F-S-ES	M0VY7F-S	AEDAS HOMES SL  ORD
HWYFQJ-S	BOSTON PROPERTIES INC  COM	BXP-NYS	19897082	2663821338	002FYS-E	CY8HNK-S-BE	CY8HNK-S	AEDIFICA SA  ORD
JXZR9V-S	HCA HEALTHCARE INC  COM	HCA-NYS	20375586	2656568903	002FYS-E	WXBVJP-S-GR	WXBVJP-S	AEGEAN AIRLINES SA  ORD
TZ642P-S	FIRSTENERGY CORP  COM	FE-NYS	63537511	2643795833	002FYS-E	CKXX2L-S-US	CKXX2L-S	AEGEAN MARINE PETRO NETWORK INC  COM
T0NKXG-S	ADVANCED MICRO DEVICES INC  COM	AMD-NAS	102208539	2608361915	002FYS-E	QMWTKD-S-US	QMWTKD-S	AEGION CORP  CL A
W9VPHX-S	SERVICENOW INC  COM	NOW-NYS	10565923	2604394360	002FYS-E	XKN8N1-S-US	XKN8N1-S	AEGLEA BIOTHERAPEUTICS INC  COM
KZJCW9-S	EATON CORP PLC  COM	ETN-NYS	32281933	2600632522	002FYS-E	TR7BJ5-S-US	TR7BJ5-S	AEGON NV  ADR
GJSPG5-S	DTE ENERGY CO  COM	DTE-NYS	20657146	2576772392	002FYS-E	VT5DYF-S-NL	VT5DYF-S	AEGON NV  ORD
LHLM3W-S	FORD MOTOR CO  COM	F-NYS	292059386	2564281409	002FYS-E	C37T3H-S-US	C37T3H-S	AEHR TEST SYSTEMS  COM
N68W8T-S	IQVIA HOLDINGS INC  COM	IQV-NYS	17747474	2552974135	002FYS-E	D39NRC-S-KR	D39NRC-S	AEKYUNG INDUSTRIAL CO LTD ORD
JMNHJ8-S	XCEL ENERGY INC  COM	XEL-NAS	45145183	2537610736	002FYS-E	KCB6RR-S-US	KCB6RR-S	AEMETIS INC  COM
G9ZQ25-S	ACTIVISION BLIZZARD INC  COM	ATVI-NAS	55426661	2523575875	002FYS-E	DQSV9M-S-ES	DQSV9M-S	AENA SME SA  ORD
G4F739-S	JOHNSON CONTROLS INTL PLC  COM	JCI-NYS	68310458	2523388319	002FYS-E	KSW3LT-S-JP	KSW3LT-S	AEON CO LTD  ORD
K3B0CT-S	CBRE GROUP INC  COM	CBRE-NYS	50832151	2513649867	002FYS-E	T9NCN3-S-JP	T9NCN3-S	AEON DELIGHT (JAPAN MAINTENANCE) ORD
L9WQRW-S	ALEXANDRIA REAL ESTATE EQ  COM	ARE-NYS	17587425	2507263308	002FYS-E	B063NR-S-JP	B063NR-S	AEON FANTASY CO LTD  ORD
N81W08-S	DOLLAR TREE INC  COM	DLTR-NAS	23791306	2499038782	002FYS-E	MXWNVG-S-JP	MXWNVG-S	AEON FINANCIAL (AEON CREDIT) SVC ORD
NPKW4H-S	WEYERHAEUSER CO  COM	WY-NYS	94842314	2498146551	002FYS-E	QXZXL4-S-JP	QXZXL4-S	AEON MALL CO LTD  ORD
GV451B-S	TWITTER INC  COM	TWTR-NYS	75822156	2493032489	002FYS-E	BBDHQ9-S-JP	BBDHQ9-S	AEON REIT INVESTMENT CORP  ORD
X8M6VK-S	MOTOROLA SOLUTIONS INC  COM	MSI-NYS	17711984	2487116793	002FYS-E	G000DJ-S-US	G000DJ-S	AERCAP HOLDINGS NV  COM
V601BM-S	HP INC  COM	HPQ-NYS	127014409	2467889967	002FYS-E	VWMZGS-S-US	VWMZGS-S	AERIE PHARMACEUTICALS INC  COM
CC0PJK-S	MARRIOTT INTERNATIONAL INC  CL A	MAR-NAS	19544819	2444861409	002FYS-E	GN8BS6-S-RU	GN8BS6-S	AEROFLOT RUSSIAN AIRLINES  ORD
MLMRJ3-S	CLOROX CO  COM	CLX-NYS	15213098	2441093705	002FYS-E	PQW7GR-S-US	PQW7GR-S	AEROHIVE NETWORKS INC  COM
B4KXP6-S	REGENERON PHARMACEUTICALS  COM	REGN-NAS	5909191	2426432008	002FYS-E	RT2N46-S-US	RT2N46-S	AEROJET ROCKETDYNE HOLDINGS INC  COM
L9XWZZ-S	HCP INC  COM	HCP-NYS	77447060	2424092978	002FYS-E	W13TF7-S-IT	W13TF7-S	AEROPORTO GUGLIELMO MARCONI  ORD
H9SM9B-S	WILLIS TOWERS WATSON PLC  COM	WLTW-NAS	13741959	2413775098	002FYS-E	Q7BSL9-S-FR	Q7BSL9-S	AEROPORTS DE PARIS  ORD
XLVWQP-S	VANGUARD FTSE EMERGING MARKETS ETF	VWO-PSE	56713065	2410305263	002FYS-E	N5V84W-S-CN	N5V84W-S	AEROSPACE COMMUNICATIONS  ORD A
Q8H75K-S	CONCHO RESOURCES INC  COM	CXO-NYS	21385357	2372919213	002FYS-E	J86PV9-S-CN	J86PV9-S	AEROSPACE HI TECH HOLDING  ORD A
DXV63Y-S	PUBLIC SERVICE ENTERPRISE GROUP  COM	PEG-NYS	39911982	2371170851	002FYS-E	S90DQH-S-CN	S90DQH-S	AEROSUN CORP  ORD A
K6S3NB-S	DELTA AIR LINES INC  COM	DAL-NYS	45873168	2369349127	002FYS-E	SQNS5T-S-US	SQNS5T-S	AEROVIRONMENT INC  COM
KCCH5Y-S	VF CORP  COM	VFC-NYS	27236090	2367088582	002FYS-E	JZ70DW-S-US	JZ70DW-S	AERPIO PHARMACEUTICALS INC  COM
D68V9M-S	GENERAL MILLS INC  COM	GIS-NYS	45660990	2362956233	002FYS-E	Q0KPX4-S-US	Q0KPX4-S	AES CORP  COM
FJ1F7G-S	KLA TENCOR CORP  COM	KLAC-NAS	19542887	2333616137	002FYS-E	QZ043F-S-CL	QZ043F-S	AES GENER SA  ORD
V3L7PF-S	AUTOZONE INC  COM	AZO-NYS	2268230	2322939708	002FYS-E	G9HZHW-S-BR	G9HZHW-S	AES TIETE ENERGIA SA  UNIT
PKSNFC-S	HOST HOTELS & RESORTS (MARRIOTT) COM	HST-NYS	122236393	2310267828	002FYS-E	MG3L5K-S-US	MG3L5K-S	AETHLON MEDICAL INC  COM
S5G28Y-S	EBAY INC  COM	EBAY-NAS	62119747	2307127404	002FYS-E	K93CL8-S-US	K93CL8-S	AEVI GENOMIC MEDICINE INC  COM
RMMHNL-S	DOLLAR GENERAL CORP  COM	DG-NYS	19312053	2303927923	002FYS-E	RPQTH4-S-GB	RPQTH4-S	AEW UK LONG LEASE REIT PLC  ORD
VK6XV3-S	GLOBAL PAYMENTS INC  COM	GPN-NYS	16707671	2280931245	002FYS-E	Q1LZGF-S-SE	Q1LZGF-S	AF AB  ORD B
	VANGUARD S&P 500 ETF	VOO-PSE	8750013	2270978374	002FYS-E	PP7H5M-S-US	PP7H5M-S	AFFILIATED MANAGERS GROUP INC  COM
Q8DVNB-S	ALLSTATE CORP  COM	ALL-NYS	23960018	2256554495	002FYS-E	PJNLKG-S-US	PJNLKG-S	AFLAC INC  COM
SDDLB6-S	OREILLY AUTOMOTIVE INC  COM	ORLY-NAS	5807470	2255040601	002FYS-E	T9VD3R-S-IL	T9VD3R-S	AFRICA ISRAEL PROPERTIES LTD  ORD
QBWP5F-S	TRANSDIGM GROUP INC  COM	TDG-NYS	4957113	2250479731	002FYS-E	HVQX49-S-ZA	HVQX49-S	AFRICAN RAINBOW MINERALS LTD  ORD
D407NC-S	YUM BRANDS INC  COM	YUM-NYS	22533452	2249063844	002FYS-E	CX9ZR7-S-AU	CX9ZR7-S	AFTERPAY TOUCH GROUP LTD  ORD
H68H4X-S	ALIGN TECHNOLOGY INC  COM	ALGN-NAS	7867094	2236850837	002FYS-E	LD2L5K-S-TR	LD2L5K-S	AFYON CIMENTO SANAYI TAS  ORD
D0SXB8-S	FLEETCOR TECHNOLOGIES INC  COM	FLT-NYS	9058437	2233719980	002FYS-E	QG7NH0-S-KR	QG7NH0-S	AGABANG & CO  ORD
CSNXVW-S	AMERICAN WATER WORKS CO INC  COM	AWK-NYS	21370301	2228067582	002FYS-E	F1DMRL-S-TR	F1DMRL-S	AG ANADOLU GRUBU (YAZICILAR)  ORD
VBL5F0-S	M&T BANK CORP  COM	MTB-NYS	14185722	2227442068	002FYS-E	R4MR49-S-GB	R4MR49-S	AG BARR PLC  ORD
TTN57D-S	WASTE CONNECTIONS INC  COM	WCN-TSE	25108092	2224325870	002FYS-E	GW5PLC-S-JP	GW5PLC-S	AGC (ASAHI GLASS) INC  ORD
SY92RH-S	MICROCHIP TECHNOLOGY INC  COM	MCHP-NAS	26808493	2224032579	002FYS-E	TG8ZJW-S-US	TG8ZJW-S	AGCO CORP  COM
KM6CDW-S	PPG INDUSTRIES INC  COM	PPG-NYS	19645356	2217371332	002FYS-E	H1V7D3-S-US	H1V7D3-S	AGEAGLE AERIAL SYSTEMS INC  COM
PHJ859-S	BALL CORP  COM	BLL-NYS	38281493	2214967185	002FYS-E	M4W2RP-S-BE	M4W2RP-S	AGEAS  ORD
R3JBJ0-S	CENTENE CORP  COM	CNC-NYS	41663441	2212328717	002FYS-E	VGMNST-S-CA	VGMNST-S	AGELLAN COMMERCIAL REIT  COM
P7Q9Q7-S	ELECTRONIC ARTS INC  COM	EA-NAS	21640833	2199357858	002FYS-E	JDR6V5-S-US	JDR6V5-S	AGENUS INC  COM
RDKWL9-S	ALEXION PHARMACEUTICALS INC  COM	ALXN-NAS	16124484	2179707747	002FYS-E	QR29S6-S-US	QR29S6-S	AGEX THERAPEUTICS INC  COM
H46J90-S	VERISK ANALYTICS INC  CL A	VRSK-NAS	16372713	2177570829	002FYS-E	NL4VZ0-S-BE	NL4VZ0-S	AGFA GEVAERT NV  ORD
D506QF-S	CONSOLIDATED EDISON INC  COM	ED-NYS	25584097	2169787267	002FYS-E	X69H17-S-CA	X69H17-S	AGF MANAGEMENT LTD  CL B NON-VTG
Q8DPB5-S	AMEREN CORP  COM	AEE-NYS	28987572	2132035921	002FYS-E	RHZM7J-S-GB	RHZM7J-S	AGGREKO PLC  ORD
VPX4TD-S	ENBRIDGE INC  COM	ENB-TSE	58658915	2126972258	002FYS-E	B6Z8GZ-S-CA	B6Z8GZ-S	AG GROWTH INTERNATIONAL INC  COM
	L3HARRIS TECHNOLOGIES INC  COM	LHX-NYS	13310884	2125881284	002FYS-E	FTBJQV-S-HK	FTBJQV-S	AGILE GROUP HOLDINGS LTD  ORD
WWDPYB-S	TESLA INC  COM	TSLA-NAS	7573342	2119475492	002FYS-E	BZSQX0-S-US	BZSQX0-S	AGILENT TECHNOLOGIES INC  COM
X6BVNJ-S	SUNTRUST BANKS INC  COM	STI-NYS	35736612	2117394261	002FYS-E	B2TSYX-S-US	B2TSYX-S	AGILE THERAPEUTICS INC  COM
DVR40W-S	MCCORMICK & CO INC  COM NON VTG	MKC-NYS	13972399	2104662461	002FYS-E	VJ5J0P-S-KW	VJ5J0P-S	AGILITY PUBLIC WAREHOUSING CO  ORD
D1QS87-S	FASTENAL CO  COM	FAST-NAS	65312804	2100133213	002FYS-E	B28D82-S-US	B28D82-S	AGILYSYS INC  COM
WSV8FS-S	ENTERGY CORP  COM	ETR-NYS	21901328	2094423997	002FYS-E	BKXXDW-S-US	BKXXDW-S	AGIOS PHARMACEUTICALS INC  COM
PPDFM8-S	EXTRA SPACE STORAGE INC  COM	EXR-NYS	20472098	2086311507	002FYS-E	WHR4C0-S-AU	WHR4C0-S	AGL ENERGY LTD  ORD
N9757B-S	LAM RESEARCH CORP  COM	LRCX-NAS	11651666	2085764731	002FYS-E	LRW9TX-S-US	LRW9TX-S	AG MORTGAGE INVESTMENT TRUST INC COM
HY8T7Z-S	IHS MARKIT LTD  COM	INFO-NYS	38276714	2081487707	002FYS-E	WV3Y74-S-US	WV3Y74-S	AGNC INVESTMENT CORP  COM
KZJPGL-S	CADENCE DESIGN SYSTEM INC  COM	CDNS-NAS	32666050	2074620836	002FYS-E	BDMKTH-S-CA	BDMKTH-S	AGNICO EAGLE MINES LTD  COM
	NEWMONT GOLDCORP CORP  COM	NEM-NYS	57935628	2072357414	002FYS-E	M0H2C1-S-AT	M0H2C1-S	AGRANA BETEILIGUNGS AG  ORD
QZ2Q0V-S	CONSTELLATION BRANDS INC  CL A	STZ-NYS	11765086	2062772528	002FYS-E	H2YYLP-S-US	H2YYLP-S	AGREE REALTY CORP  COM
SW780L-S	CHIPOTLE MEXICAN GRILL INC  CL A	CMG-NYS	2887780	2051219012	002FYS-E	FR8KQT-S-CN	FR8KQT-S	AGRICULTURAL BANK OF CHINA  ORD A
HMWNB3-S	VERISIGN INC  COM	VRSN-NAS	11294503	2050629965	002FYS-E	K5W00Y-S-HK	K5W00Y-S	AGRICULTURAL BANK OF CHINA  ORD H
XMY0XS-S	PAYCHEX INC  COM	PAYX-NAS	25467788	2042516598	002FYS-E	LLV94C-S-HK	LLV94C-S	AGRITRADE RESOURCES LTD  ORD
T7J5CZ-S	ROYAL CARIBBEAN CRUISES LTD  COM	RCL-NYS	17722070	2031303663	002FYS-E	LZLW34-S-US	LZLW34-S	AGROFRESH SOLUTIONS INC  COM
QWNLSC-S	CORNING INC  COM	GLW-NYS	61236826	2026938941	002FYS-E	GHQRN8-S-CA	GHQRN8-S	AGT FOOD & INGREDIENTS INC  COM
LTMSR1-S	ULTA BEAUTY INC  COM	ULTA-NAS	5786149	2017803741	002FYS-E	WNGZDT-S-CL	WNGZDT-S	AGUAS ANDINAS SA  ORD A
Q4ZSBS-S	NETAPP INC  COM	NTAP-NAS	29091189	2017183045	002FYS-E	CVYX3C-S-TW	CVYX3C-S	AGV PRODUCTS CORP  ORD
WCCDGM-S	UDR INC  COM	UDR-NYS	44339812	2015687854	002FYS-E	M4VVFL-S-US	M4VVFL-S	A H BELO CORP  CL A
VT67J6-S	IDEXX LABORATORIES INC  COM	IDXX-NAS	9013297	2015373209	002FYS-E	RB3B73-S-SE	RB3B73-S	AHLSELL AB  ORD
HVRY7D-S	TE CONNECTIVITY LTD  COM REG	TEL-NYS	24833396	2005296727	002FYS-E	NMBCL8-S-KR	NMBCL8-S	AHNLAB INC  ORD
M1W3FF-S	LYONDELLBASELL INDUSTRIES  ORD A	LYB-NYS	23824219	2003140334	002FYS-E	X5F2SJ-S-IN	X5F2SJ-S	AIA ENGINEERING LTD  ORD
QVJHVF-S	CHURCH & DWIGHT INC  COM	CHD-NYS	28107904	2002126002	002FYS-E	R2PZ46-S-HK	R2PZ46-S	AIA GROUP LTD  ORD
TLPSG8-S	MID AMERICA APT COMMUNITIES  COM	MAA-NYS	18239253	1994097530	002FYS-E	TTJ2FK-S-IE	TTJ2FK-S	AIB GROUP PLC  ORD
RWGCRD-S	T ROWE PRICE GROUP INC  COM	TROW-NAS	19822521	1984630803	002FYS-E	T6D4L3-S-JP	T6D4L3-S	AICA KOGYO CO LTD  ORD
D3X1KC-S	PIONEER NATURAL RESOURCES CO  COM	PXD-NYS	13010179	1981190058	002FYS-E	G3C87C-S-JP	G3C87C-S	AICHI BANK (CHUO SOGO BK) LTD  ORD
W32HMN-S	PALO ALTO NETWORKS INC  COM	PANW-NYS	8071576	1960424379	002FYS-E	P3700H-S-JP	P3700H-S	AICHI CORPORATION   ORD
BZSQX0-S	AGILENT TECHNOLOGIES INC  COM	A-NYS	24336977	1956206211	002FYS-E	TSK9NM-S-JP	TSK9NM-S	AICHI STEEL CORP LTD  ORD
VNSTB5-S	METTLER TOLEDO INTERNATIONAL  COM	MTD-NYS	2703988	1954983324	002FYS-E	Q8KB5J-S-JP	Q8KB5J-S	AIDA ENGINEERING LTD  ORD
MMRHSQ-S	FREEPORT MCMORAN INC  CL B	FCX-NYS	151407272	1951639736	002FYS-E	H9WHY5-S-CN	H9WHY5-S	AIER EYE HOSPITAL GROUP  ORD A
LSJQMY-S	WATERS CORP  COM	WAT-NYS	7737371	1947573654	002FYS-E	CYBW5S-S-JP	CYBW5S-S	AIFUL CORP  ORD
D7DHD4-S	AMETEK INC  COM	AME-NYS	23411876	1942483352	002FYS-E	R5ZJVJ-S-JP	R5ZJVJ-S	AI HOLDINGS CORP  ORD
DKH0FF-S	ARCHER DANIELS MIDLAND CO  COM	ADM-NYS	44731444	1929267180	002FYS-E	MJH2QX-S-US	MJH2QX-S	AILERON THERAPEUTICS INC  COM
TNYNQV-S	CMS ENERGY CORP  COM	CMS-NYS	34702728	1927389513	002FYS-E	VNNKWV-S-US	VNNKWV-S	AIMMUNE THERAPEUTICS INC  COM
TKPJVY-S	CINTAS CORP  COM	CTAS-NAS	9526427	1925386161	002FYS-E	HJP7QT-S-SG	HJP7QT-S	AIMS AMP CAP (MACARTHURCOOK)  ORD
T8HTVR-S	ZIMMER BIOMET HOLDINGS INC  COM	ZBH-NYS	15032825	1919691753	002FYS-E	D3X3PF-S-JP	D3X3PF-S	AIN HOLDINGS (AIN PHARMA) INC  ORD
M1LGZB-S	HALLIBURTON CO  COM	HAL-NYS	64749664	1897165155	002FYS-E	PQHR1G-S-AU	PQHR1G-S	AINSWORTH GAME TECHNOLOGY LTD  ORD
F4NDZ5-S	HARTFORD FINANCIAL SERVICES GRP  COM	HIG-NYS	38038929	1891295550	002FYS-E	WK1SX5-S-JP	WK1SX5-S	AIPHONE CO LTD  ORD
MXVHMC-S	SOUTHWEST AIRLINES CO  COM	LUV-NYS	36367102	1887816265	002FYS-E	NT2NML-S-AE	NT2NML-S	AIR ARABIA PJSC  ORD
JFV4K0-S	SYNOPSYS (SYNOPSIS) INC  COM	SNPS-NAS	16335356	1881016243	002FYS-E	SC9H96-S-MY	SC9H96-S	AIRASIA GROUP BHD  ORD
K7ZVMR-S	VANGUARD TOTAL STOCK MARKET IDX FD	VTI-PSE	12973303	1877366677	002FYS-E	NDBCWS-S-MY	NDBCWS-S	AIRASIA X BHD  ORD
LRDD7S-S	MCKESSON CORP  COM	MCK-NYS	16017569	1875016627	002FYS-E	SKXC0G-S-FR	SKXC0G-S	AIRBUS SE  ORD
H433NP-S	PACCAR INC  COM	PCAR-NAS	27516694	1874987529	002FYS-E	WRXC9N-S-CA	WRXC9N-S	AIR CANADA  VAR VTG
M6459C-S	INGERSOLL RAND PLC  ORD	IR-NYS	17342562	1872129568	002FYS-E	RGXK5H-S-US	RGXK5H-S	AIRCASTLE LTD  COM
KHXCX5-S	BEST BUY INC  COM	BBY-NYS	26273094	1866966060	002FYS-E	PX7FZ7-S-CN	PX7FZ7-S	AIR CHINA LTD  ORD A
K7T7YH-S	CERNER CORP  COM	CERN-NAS	32612815	1865779146	002FYS-E	W4L8QF-S-HK	W4L8QF-S	AIR CHINA LTD  ORD H
H0KFGR-S	TYSON FOODS INC  CL A	TSN-NYS	26726497	1855620687	002FYS-E	WN9127-S-FR	WN9127-S	AIR FRANCE KLM  ORD
BXFH68-S	GENUINE PARTS CO  COM	GPC-NYS	16517413	1850445778	002FYS-E	TK9GH8-S-US	TK9GH8-S	AIRGAIN INC  COM
KW96V9-S	STATE STREET CORP  COM	STT-NYS	28066455	1847053404	002FYS-E	NB66JJ-S-US	NB66JJ-S	AIR INDUSTRIES GROUP  COM
QMNL94-S	FORTIVE CORP  COM	FTV-NYS	21988878	1844646975	002FYS-E	JHH0PW-S-US	JHH0PW-S	AIR LEASE CORP  CL A
TG4SJY-S	CUMMINS INC  COM	CMI-NYS	11681935	1844227078	002FYS-E	HQ4HJN-S-FR	HQ4HJN-S	AIR LIQUIDE SA  ORD
D9JG61-S	VORNADO REALTY TRUST  SBI	VNO-NYS	27243077	1837273113	002FYS-E	CCVPNH-S-FR	CCVPNH-S	AIR LIQUIDE SA  ORD PRIME REG 2018
WC0FKB-S	APTIV PLC  COM	APTV-NYS	22981679	1826813664	002FYS-E	JZZ8SQ-S-FR	JZZ8SQ-S	AIR LIQUIDE SA  ORD PRIME REG 2019
BFRZBQ-S	CAREY W P INC  COM	WPC-NYS	23297762	1824913697	002FYS-E	HNGGP6-S-FR	HNGGP6-S	AIR LIQUIDE SA  ORD PRIME REG 2020
HR94J3-S	EVERGY INC  COM	EVRG-NYS	31364508	1820709689	002FYS-E	J2N1K8-S-NZ	J2N1K8-S	AIR NEW ZEALAND LTD  ORD
NCHNPH-S	PPL CORP  COM	PPL-NYS	57092038	1812101286	002FYS-E	WL49YR-S-IL	WL49YR-S	AIRPORT CITY LTD  ORD
PW1X8Y-S	CENTERPOINT ENERGY INC  COM	CNP-NYS	58623657	1799746270	002FYS-E	S11TF2-S-JP	S11TF2-S	AIRPORT FACILITIES CO LTD  ORD
DW8L0Y-S	KEYSIGHT TECHNOLOGIES INC  COM	KEYS-NYS	20386363	1777690854	002FYS-E	T0R0KR-S-TH	T0R0KR-S	AIRPORTS OF THAILAND PCL  FGN
PM24RF-S	BANK OF NOVA SCOTIA  COM	BNS-TSE	33257658	1771968018	002FYS-E	KHTV1S-S-TH	KHTV1S-S	AIRPORTS OF THAILAND PCL  ORD
JWHCR6-S	DUKE REALTY CORP  COM	DRE-NYS	57658236	1763188857	002FYS-E	P7M7WC-S-US	P7M7WC-S	AIR PRODUCTS & CHEMICALS INC  COM
TP36J7-S	MSCI INC  CL A	MSCI-NYS	8848521	1759439916	002FYS-E	KR250F-S-TW	KR250F-S	AIRTAC INTERNATIONAL GROUP  ORD
PTYK86-S	HILTON WORLDWIDE HOLDINGS INC  COM	HLT-NYS	21149815	1757761125	002FYS-E	QWVJ1X-S-US	QWVJ1X-S	AIR T INC  COM
KNF6LD-S	DISCOVER FINANCIAL SERVICES  COM	DFS-NYS	24687314	1756749264	002FYS-E	SGHZ0K-S-US	SGHZ0K-S	AIR TRANSPORT SERVICES GROUP  COM
PQCHZH-S	HESS CORP  COM	HES-NYS	29106830	1753104371	002FYS-E	XQD426-S-JP	XQD426-S	AIR WATER INC  ORD
SX82QG-S	KEYCORP  COM	KEY-NYS	111145793	1750546240	002FYS-E	B01Q8M-S-JP	B01Q8M-S	AISAN INDUSTRY CO LTD  ORD
SHMTH8-S	W W GRAINGER INC  COM	GWW-NYS	5809989	1748399990	002FYS-E	JQZVN8-S-CN	JQZVN8-S	AISINO CORP  ORD A
JBVNSV-S	ARISTA NETWORKS INC  COM	ANET-NYS	5559852	1748351060	002FYS-E	BL6WC4-S-JP	BL6WC4-S	AISIN SEIKI CO LTD  ORD
DR9WKB-S	DIAMONDBACK ENERGY INC  COM	FANG-NAS	17204299	1746752477	002FYS-E	D9PGRR-S-DE	D9PGRR-S	AIXTRON SE  ORG REG
PN3GCR-S	ANADARKO PETROLEUM CORP  COM	APC-NYS	38362500	1744726500	002FYS-E	VH02JH-S-IN	VH02JH-S	AJANTA PHARMA LTD  ORD
JJ8RRZ-S	REGIONS FINANCIAL CORP  COM	RF-NYS	122944098	1739658987	002FYS-E	BS0K0R-S-JP	BS0K0R-S	AJINOMOTO CO INC  ORD
NL8Q9M-S	CANADIAN NATIONAL RAILWAY CO  COM	CNR-TSE	19376469	1733806446	002FYS-E	J09F13-S-HK	J09F13-S	AJISEN CHINA HOLDINGS LTD  ORD
L6CF99-S	DARDEN RESTAURANTS INC  COM	DRI-NYS	14211642	1726288154	002FYS-E	HXZ69B-S-US	HXZ69B-S	AKAMAI TECHNOLOGIES INC  COM
BCHWNY-S	L3 TECHNOLOGIES INC  COM	LLL-NYS	8329397	1718937659	002FYS-E	J2P4N9-S-NO	J2P4N9-S	AKASTOR ASA  ORD
NT3TVP-S	MONSTER BEVERAGE CORP  COM	MNST-NAS	31155385	1700460913	002FYS-E	V327V2-S-JP	V327V2-S	AKATSUKI INC  ORD
L44GF7-S	SQUARE INC  CL A	SQ-NYS	22636895	1695956173	002FYS-E	VH4L3Q-S-TR	VH4L3Q-S	AKBANK (TURK ANONIM SIRK)  ORD
